Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Profit_Margin_pct,Revenue_per_Hectare_INR,Cost_per_Hectare_INR,Profit_per_Hectare_INR,Production_per_Hectare,Profit_Status
SF11223,Andhra Pradesh,Raichur,Groundnut,Rabi,10.4,362.7,21.2,78.5,8.1,7.21,27.4,135.8,46.0,98.0,Flood,179.9,3.76,0.79,1.09,11.34,55082,704223,624630,-79593,6947,1.632,42.0,-12.742423514720716,60060.57692307692,67713.75,-7653.173076923076,1.0903846153846153,Loss-making
SF11224,Tamil Nadu,Raichur,Pulses,Kharif,12.31,824.7,27.7,66.3,6.5,8.4,28.6,111.5,25.1,100.3,Sprinkler,196.4,4.68,0.97,0.3,3.69,79731,970080,294207,-675873,4193,0.88,49.9,-229.72702892861147,23899.83753046304,78804.224207961,-54904.38667749797,0.29975629569455725,Loss-making
SF11225,Maharashtra,Raichur,Wheat,Rabi,0.77,435.1,23.8,66.1,5.6,7.01,21.8,182.7,80.9,130.1,Rainfed,165.4,5.73,0.76,2.91,2.24,23604,45558,52873,7315,207,10.821,52.0,13.835038677585915,68666.23376623377,59166.23376623377,9500.0,2.909090909090909,Profitable
SF11226,Andhra Pradesh,Guntur,Groundnut,Rabi,13.99,671.5,22.1,57.8,8.1,6.89,23.4,68.3,59.4,69.0,Rainfed,363.6,4.91,0.7,1.53,21.4,56146,979523,1201524,222001,3957,5.408,45.8,18.476618028437215,85884.4889206576,70015.93995711222,15868.548963545389,1.529664045746962,Profitable
SF11227,Andhra Pradesh,Krishna,Maize,Kharif,4.67,635.2,27.0,89.2,5.3,6.73,33.4,56.1,44.8,89.3,Flood,218.8,7.14,0.75,4.89,22.84,19821,297735,452712,154977,3191,7.158,46.4,34.23302231882521,96940.47109207709,63754.81798715203,33185.653104925055,4.890792291220556,Profitable
SF11228,Maharashtra,Erode,Maize,Kharif,14.34,869.5,25.8,73.2,7.5,6.64,30.3,171.5,58.8,105.5,Flood,214.2,5.19,0.87,4.86,69.69,23079,980645,1608376,627731,11516,6.052,47.4,39.02887135843857,112160.11157601116,68385.2859135286,43774.825662482566,4.859832635983263,Profitable
SF11229,Andhra Pradesh,Krishna,Maize,Rabi,1.31,607.0,26.4,39.1,7.2,6.08,27.9,97.9,50.9,172.1,Drip,309.6,4.74,0.68,3.83,5.02,19470,95957,97739,1782,667,7.526,31.1,1.8232230736962725,74609.92366412214,73249.61832061068,1360.3053435114502,3.8320610687022896,Profitable
SF11230,Andhra Pradesh,Ludhiana,Cotton,Rabi,12.75,559.3,25.0,72.5,7.4,5.58,20.3,107.6,44.7,120.2,Flood,167.0,6.23,0.68,0.44,5.61,69919,1013954,392246,-621708,11309,0.496,51.2,-158.4995130606813,30764.392156862745,79525.80392156863,-48761.41176470588,0.44,Loss-making
SF11231,Karnataka,Rajkot,Pulses,Kharif,10.58,501.6,31.1,74.5,5.7,6.39,24.5,153.9,55.9,99.7,Flood,240.4,7.68,0.92,1.17,12.38,63192,750814,782317,31503,4616,2.682,51.3,4.026884242576858,73943.00567107751,70965.40642722117,2977.5992438563326,1.170132325141777,Profitable
SF11232,Karnataka,Warangal,Chilli,Rabi,12.41,255.7,20.7,45.6,7.2,7.18,21.8,102.3,43.3,83.3,Rainfed,150.6,5.72,0.99,1.03,12.78,111431,944108,1424088,479980,4244,3.011,26.2,33.70437781934824,114753.2634971797,76076.39000805802,38676.87348912167,1.0298146655922642,Profitable
SF11233,Madhya Pradesh,Erode,Chilli,Rabi,14.62,325.5,22.5,57.9,6.8,6.25,22.3,64.8,67.3,111.9,Rainfed,232.2,2.98,1.0,1.15,16.81,115726,1068058,1945354,877296,4641,3.622,32.7,45.0969849189402,133061.14911080714,73054.5827633379,60006.56634746923,1.1497948016415869,Profitable
SF11234,Karnataka,Nalgonda,Chilli,Kharif,10.01,888.6,25.2,78.6,8.0,5.95,25.4,120.8,77.5,86.8,Drip,306.0,4.5,0.98,1.38,13.81,95767,763970,1322542,558572,4236,3.26,61.1,42.234726761040484,132122.07792207794,76320.67932067932,55801.3986013986,1.3796203796203796,Profitable
SF11235,Madhya Pradesh,Ludhiana,Rice,Zaid,11.94,235.0,32.2,67.9,8.8,7.97,17.4,146.4,46.3,46.6,Sprinkler,125.9,5.14,0.74,0.33,3.94,22679,620870,89355,-531515,16869,0.234,30.7,-594.8352078786861,7483.668341708543,51999.162479061975,-44515.49413735344,0.32998324958123953,Loss-making
SF11236,Punjab,Erode,Cotton,Kharif,9.34,716.5,27.9,77.1,7.4,6.7,26.3,145.6,26.5,113.3,Flood,205.7,5.58,0.86,2.26,21.11,64782,728481,1367548,639067,8299,2.544,60.2,46.73086429141792,146418.4154175589,77995.8244111349,68422.59100642399,2.26017130620985,Profitable
SF11237,Tamil Nadu,Guntur,Maize,Rabi,10.31,328.7,22.6,59.9,8.7,6.27,19.9,131.0,38.6,80.3,Rainfed,192.6,6.37,0.99,2.38,24.54,20369,803381,499855,-303526,2746,8.937,29.4,-60.72280961478829,48482.54122211445,77922.50242483027,-29439.961202715807,2.3802133850630454,Loss-making
SF11238,Karnataka,Nalgonda,Sugarcane,Kharif,2.78,837.0,28.4,56.5,8.4,7.16,31.1,82.6,67.0,118.4,Rainfed,151.5,2.34,0.97,50.33,139.92,4095,132074,572972,440898,2956,47.334,65.6,76.94930991392249,206105.03597122303,47508.63309352518,158596.40287769787,50.33093525179856,Profitable
SF11239,Karnataka,Raichur,Rice,Kharif,10.33,890.4,25.7,53.3,7.5,6.46,29.3,118.6,71.0,128.3,Rainfed,192.8,6.32,0.9,3.46,35.74,26594,660631,950470,289839,8434,4.238,34.4,30.494281776384312,92010.64859632139,63952.662149080345,28057.986447241045,3.4598257502420138,Profitable
SF11240,Gujarat,Warangal,Pulses,Rabi,9.87,487.2,23.9,50.2,6.9,6.22,12.4,153.6,73.9,114.2,Drip,136.4,4.21,0.78,1.23,12.14,75552,741707,917201,175494,3465,3.504,33.7,19.13364682332444,92928.16616008106,75147.61904761905,17780.54711246201,1.2299898682877408,Profitable
SF11241,Andhra Pradesh,Nalgonda,Cotton,Kharif,10.85,866.2,26.6,78.4,6.8,6.69,28.8,98.2,50.1,89.2,Sprinkler,159.4,4.98,0.87,2.48,26.91,70634,702988,1900761,1197773,8303,3.241,59.6,63.01544486655608,175185.3456221198,64791.52073732719,110393.82488479263,2.480184331797235,Profitable
SF11242,Gujarat,Ludhiana,Wheat,Rabi,12.49,763.1,27.1,54.4,7.8,6.14,22.8,102.5,25.1,69.5,Drip,110.0,4.23,0.71,2.25,28.1,24991,574483,702247,127764,4054,6.931,53.9,18.193598548658805,56224.73979183347,45995.43634907926,10229.303442754202,2.2497998398718977,Profitable
SF11243,Maharashtra,Rajkot,Wheat,Rabi,14.93,583.9,21.8,58.9,8.3,6.44,19.6,104.8,89.5,128.8,Rainfed,135.0,0.5,0.7,2.55,38.07,23228,634890,884290,249400,4364,8.724,55.4,28.203417430933293,59229.06898861353,42524.447421299396,16704.621567314134,2.549899531145345,Profitable
SF11244,Telangana,Indore,Chilli,Kharif,7.14,793.8,29.3,64.4,7.8,6.79,30.5,137.8,93.1,84.0,Sprinkler,155.0,5.88,0.71,3.33,23.78,105151,357147,2500491,2143344,4469,5.321,41.2,85.71692519589152,350208.8235294118,50020.58823529412,300188.23529411765,3.330532212885154,Profitable
SF11245,Punjab,Krishna,Groundnut,Kharif,1.58,959.0,27.7,72.1,7.9,6.9,36.7,97.0,50.6,104.6,Sprinkler,157.1,5.03,0.98,1.98,3.13,70000,86556,219100,132544,860,3.64,58.0,60.49475125513464,138670.88607594935,54782.278481012654,83888.60759493671,1.981012658227848,Profitable
SF11246,Gujarat,Krishna,Sugarcane,Zaid,4.57,566.9,30.4,38.4,5.8,6.84,20.7,147.8,46.3,73.7,Rainfed,213.5,5.91,1.0,46.48,212.41,3432,317927,728991,411064,5076,41.846,35.1,56.38807612165307,159516.63019693654,69568.27133479212,89948.35886214442,46.47921225382932,Profitable
SF11247,Karnataka,Ludhiana,Pulses,Zaid,14.67,630.4,32.0,51.0,10.2,7.86,19.2,116.8,68.8,115.9,Rainfed,141.3,3.55,0.91,0.3,4.4,70585,786394,310574,-475820,3367,1.307,47.3,-153.20664318326712,21170.688479890934,53605.58963871848,-32434.90115882754,0.299931833674165,Loss-making
SF11248,Andhra Pradesh,Nashik,Groundnut,Rabi,2.39,622.5,22.8,60.0,8.8,6.59,24.1,126.5,50.4,117.9,Rainfed,162.5,4.04,0.86,1.73,4.13,55917,156022,230937,74915,660,6.258,47.8,32.43958308976041,96626.35983263598,65281.17154811715,31345.188284518827,1.728033472803347,Profitable
SF11249,Tamil Nadu,Ludhiana,Wheat,Kharif,1.84,686.6,29.2,67.4,5.8,7.73,22.1,86.5,71.1,157.3,Rainfed,104.4,1.71,0.98,0.99,1.82,28354,120699,51604,-69095,455,4.0,62.0,-133.8946593287342,28045.652173913044,65597.28260869565,-37551.63043478261,0.9891304347826086,Loss-making
SF11250,Punjab,Raichur,Cotton,Rabi,5.35,442.9,21.4,63.7,9.5,6.12,22.8,109.5,58.4,113.5,Flood,244.9,4.94,0.89,1.02,5.46,57275,438702,312722,-125980,5093,1.072,22.6,-40.28498154910751,58452.71028037384,82000.37383177571,-23547.66355140187,1.0205607476635514,Loss-making
SF11251,Tamil Nadu,Ludhiana,Rice,Zaid,14.9,204.5,33.9,44.2,8.0,6.83,26.2,125.4,45.2,145.0,Flood,205.1,2.33,0.91,1.86,27.71,24231,1008900,671441,-337459,29489,0.94,42.2,-50.258920739126744,45063.154362416106,67711.40939597315,-22648.255033557045,1.859731543624161,Loss-making
SF11252,Telangana,Warangal,Chilli,Zaid,9.92,151.5,31.8,50.5,8.5,6.27,20.8,71.7,69.9,121.5,Flood,313.9,4.75,0.98,1.74,12.2,108639,791746,1325396,533650,7012,1.74,46.4,40.26343824788969,133608.46774193548,79813.10483870968,53795.36290322581,1.2298387096774193,Profitable
SF11253,Maharashtra,Ludhiana,Groundnut,Kharif,0.6,582.0,31.5,76.0,6.9,6.71,31.7,95.7,82.0,92.1,Flood,134.8,4.88,0.86,2.03,1.22,60628,30901,73966,43065,390,3.128,48.6,58.22269691479869,123276.66666666667,51501.66666666667,71775.0,2.033333333333333,Profitable
SF11254,Andhra Pradesh,Nalgonda,Sugarcane,Rabi,9.18,450.4,26.3,32.5,8.0,6.57,31.2,167.8,43.9,103.5,Sprinkler,158.0,4.56,0.92,70.83,650.22,3895,615233,2532607,1917374,15084,43.107,28.3,75.70752193293315,275883.1154684096,67018.84531590414,208864.27015250546,70.83006535947713,Profitable
SF11255,Maharashtra,Rajkot,Cotton,Kharif,14.61,1121.5,28.2,83.6,8.2,6.15,29.0,109.2,65.3,122.3,Flood,178.0,4.79,0.83,1.16,16.95,69660,1044544,1180737,136193,17394,0.974,78.2,11.534575438899603,80817.0431211499,71495.14031485285,9321.902806297057,1.160164271047228,Profitable
SF11256,Madhya Pradesh,Ludhiana,Chilli,Kharif,1.41,1160.1,24.9,68.8,5.6,7.08,31.2,187.8,63.0,120.2,Sprinkler,198.2,6.64,0.97,2.26,3.19,102699,97615,327610,229995,825,3.867,66.8,70.20390097982357,232347.51773049647,69230.49645390072,163117.02127659574,2.2624113475177308,Profitable
SF11257,Telangana,Nalgonda,Pulses,Rabi,12.94,674.0,25.2,71.6,7.9,6.04,25.4,106.4,49.2,109.0,Drip,144.9,5.61,0.92,1.17,15.14,72904,879411,1103767,224356,4046,3.742,43.1,20.326391348898817,85298.84080370943,67960.66460587326,17338.17619783617,1.1700154559505411,Profitable
SF11258,Tamil Nadu,Indore,Wheat,Rabi,8.88,348.6,25.2,62.3,7.2,6.18,22.5,153.2,40.7,122.3,Sprinkler,130.2,4.1,0.95,2.02,17.94,18807,478966,337398,-141568,4407,4.071,44.2,-41.95875494223439,37995.270270270266,53937.61261261261,-15942.342342342341,2.02027027027027,Loss-making
SF11259,Telangana,Nashik,Pulses,Zaid,9.83,164.4,30.4,45.2,8.4,5.23,26.4,120.9,37.6,153.6,Rainfed,156.5,4.77,0.95,0.3,2.95,69015,698026,203594,-494432,1953,1.51,35.1,-242.8519504504062,20711.49542217701,71009.76602238047,-50298.27060020346,0.30010172939979657,Loss-making
SF11260,Andhra Pradesh,Warangal,Maize,Rabi,13.14,248.6,25.1,71.1,6.7,7.4,19.7,147.3,48.0,102.8,Rainfed,241.8,7.44,0.85,1.89,24.83,21754,877962,540152,-337810,4324,5.742,27.5,-62.53980361083546,41107.45814307458,66815.98173515982,-25708.523592085236,1.889649923896499,Loss-making
SF11261,Karnataka,Nalgonda,Groundnut,Rabi,13.81,426.7,22.4,49.2,7.8,6.02,25.7,108.5,25.3,110.4,Flood,229.1,4.23,0.92,0.81,11.19,58313,1076274,652522,-423752,6354,1.761,40.3,-64.9406456793794,47249.96379435192,77934.39536567705,-30684.431571325127,0.8102824040550325,Loss-making
SF11262,Tamil Nadu,Ludhiana,Pulses,Rabi,10.78,330.1,24.1,51.0,7.9,6.84,19.0,173.4,48.3,99.9,Rainfed,242.2,3.14,0.96,1.08,11.64,60414,732834,703219,-29615,2167,5.371,52.1,-4.21134810066281,65233.67346938776,67980.8905380334,-2747.21706864564,1.0797773654916514,Loss-making
SF11263,Telangana,Rajkot,Rice,Rabi,5.63,776.4,21.0,57.9,6.3,6.9,23.4,115.2,74.5,126.3,Drip,119.6,4.46,0.99,4.12,23.2,21890,300377,507848,207471,7136,3.251,39.2,40.85297175532837,90203.90763765541,53352.93072824156,36850.976909413854,4.120781527531084,Profitable
SF11264,Gujarat,Rajkot,Cotton,Rabi,9.02,385.9,23.9,46.9,7.2,6.61,32.0,122.2,19.0,116.3,Sprinkler,191.9,6.37,0.95,1.8,16.24,64787,481722,1052141,570419,5066,3.206,34.0,54.215071934274974,116645.34368070954,53405.986696230604,63239.35698447894,1.8004434589800442,Profitable
SF11265,Telangana,Guntur,Groundnut,Rabi,1.12,625.4,23.2,65.9,8.1,7.33,22.3,138.2,32.1,84.3,Drip,146.8,6.11,0.73,1.23,1.38,58005,77743,80047,2304,444,3.108,40.8,2.8783089934663386,71470.53571428571,69413.39285714286,2057.142857142857,1.232142857142857,Profitable
SF11266,Maharashtra,Warangal,Wheat,Kharif,6.01,942.9,32.9,64.0,5.8,6.27,33.7,130.5,46.9,137.1,Drip,211.1,7.18,0.65,2.4,14.42,21519,396260,310304,-85956,3006,4.797,42.0,-27.700577498195315,51631.28119800333,65933.44425956739,-14302.16306156406,2.399334442595674,Loss-making
SF11267,Gujarat,Guntur,Rice,Rabi,3.94,480.8,23.6,61.7,7.5,7.02,29.7,82.2,40.8,176.2,Sprinkler,232.9,5.73,0.89,2.72,10.72,23251,244366,249251,4885,4945,2.168,51.7,1.9598717758404178,63261.67512690355,62021.82741116751,1239.8477157360405,2.720812182741117,Profitable
SF11268,Telangana,Krishna,Sugarcane,Kharif,4.27,1016.7,32.6,62.6,5.5,6.9,41.2,115.2,48.3,93.8,Drip,224.4,6.71,0.68,66.06,282.08,4059,279504,1144963,865459,5260,53.627,33.2,75.58838145861482,268141.21779859485,65457.611241217804,202683.60655737706,66.06088992974239,Profitable
SF11269,Gujarat,Warangal,Wheat,Kharif,3.02,1034.1,28.4,61.4,6.5,7.23,26.6,107.8,71.4,90.3,Drip,124.4,4.32,0.76,2.3,6.95,25171,188945,174938,-14007,1561,4.452,58.6,-8.006836707862213,57926.49006622517,62564.56953642384,-4638.079470198675,2.301324503311258,Loss-making
SF11270,Madhya Pradesh,Krishna,Maize,Kharif,11.85,930.4,27.4,78.0,7.7,7.04,36.6,66.5,72.2,99.5,Rainfed,259.2,5.2,0.65,3.11,36.85,20453,801433,753693,-47740,3661,10.066,48.1,-6.334144008236775,63602.784810126584,67631.47679324895,-4028.691983122363,3.109704641350211,Loss-making
SF11271,Punjab,Indore,Rice,Rabi,9.07,201.9,30.2,57.0,7.9,6.6,26.4,121.5,30.0,104.7,Flood,173.0,4.33,0.98,2.81,25.49,18550,693371,472840,-220531,15523,1.642,50.7,-46.63966669486507,52132.30429988974,76446.63726571114,-24314.332965821388,2.8103638368246964,Loss-making
SF11272,Tamil Nadu,Rajkot,Maize,Rabi,10.89,316.1,21.8,65.9,6.7,6.99,31.1,170.1,83.6,121.8,Rainfed,169.8,8.82,0.88,3.07,33.43,22556,796672,754047,-42625,3424,9.763,34.4,-5.652830659096847,69242.14876033057,73156.29017447199,-3914.141414141414,3.0697887970615243,Loss-making
SF11273,Andhra Pradesh,Nalgonda,Groundnut,Kharif,3.88,1141.7,27.2,77.5,7.0,7.74,28.6,156.3,34.2,123.6,Drip,214.5,4.95,1.0,0.55,2.13,53927,278904,114865,-164039,1697,1.255,60.5,-142.81025551734646,29604.38144329897,71882.47422680413,-42278.092783505155,0.5489690721649484,Loss-making
SF11274,Punjab,Raichur,Groundnut,Kharif,2.57,882.1,28.9,76.7,6.4,6.46,32.1,119.0,74.6,110.7,Flood,174.2,4.83,0.75,2.03,5.22,52904,152982,276159,123177,1605,3.252,52.1,44.60365224381606,107454.86381322957,59526.07003891051,47928.79377431907,2.0311284046692606,Profitable
SF11275,Punjab,Rajkot,Chilli,Kharif,11.47,769.6,27.6,65.9,7.0,6.1,35.0,165.0,41.6,142.0,Rainfed,126.6,3.69,0.81,1.66,19.04,108309,717297,2062203,1344906,4003,4.756,56.6,65.21695487786604,179791.02005231037,62536.79163034001,117254.22842197036,1.6599825632083696,Profitable
SF11276,Andhra Pradesh,Raichur,Maize,Rabi,13.67,297.0,26.8,75.8,6.6,7.0,9.3,145.4,54.1,104.1,Flood,227.0,4.1,0.98,3.74,51.13,20218,872194,1033746,161552,10927,4.679,45.2,15.627823469208105,75621.50694952451,63803.51133869788,11817.995610826627,3.7403072421360646,Profitable
SF11277,Andhra Pradesh,Guntur,Cotton,Kharif,5.71,843.4,30.2,81.2,8.7,6.6,31.2,136.0,95.4,138.9,Drip,162.1,3.82,0.93,2.3,13.13,68002,373772,892866,519094,4295,3.057,63.2,58.13795127152339,156368.82661996497,65459.19439579685,90909.63222416813,2.299474605954466,Profitable
SF11278,Telangana,Nashik,Maize,Rabi,13.24,618.1,26.5,56.0,8.9,6.52,24.7,88.4,97.7,75.7,Flood,112.7,6.31,0.89,5.44,72.03,19773,817782,1424249,606467,10116,7.12,43.2,42.581528932089824,107571.67673716012,61766.01208459214,45805.664652567975,5.440332326283988,Profitable
SF11279,Andhra Pradesh,Krishna,Wheat,Kharif,11.09,755.2,35.3,81.8,7.9,7.33,31.2,142.8,33.9,148.4,Flood,196.2,4.08,0.72,1.77,19.63,22021,685980,432272,-253708,8347,2.352,62.2,-58.69174963911611,38978.5392245266,61855.72587917042,-22877.186654643825,1.770063119927863,Loss-making
SF11280,Telangana,Warangal,Rice,Rabi,10.49,463.8,25.1,54.9,7.5,6.74,24.8,90.9,63.5,59.1,Rainfed,202.8,5.51,0.97,3.03,31.78,22063,670869,701162,30293,7868,4.039,31.1,4.320399565293042,66840.99142040039,63953.193517635846,2887.7979027645374,3.029551954242135,Profitable
SF11281,Maharashtra,Erode,Maize,Kharif,4.9,709.0,28.0,74.4,6.6,5.83,27.6,72.8,75.1,71.5,Drip,306.2,3.67,0.88,2.22,10.88,15000,324134,163200,-160934,2436,4.466,52.2,-98.61151960784314,33306.122448979586,66149.79591836734,-32843.67346938775,2.220408163265306,Loss-making
SF11282,Andhra Pradesh,Nalgonda,Sugarcane,Zaid,6.92,302.1,27.1,37.8,9.1,7.29,12.3,99.3,72.3,92.6,Flood,219.2,3.79,0.87,35.44,245.24,3433,610847,841909,231062,16288,15.056,29.0,27.445008902387315,121663.15028901734,88272.68786127168,33390.46242774567,35.43930635838151,Profitable
SF11283,Tamil Nadu,Krishna,Pulses,Kharif,2.3,850.0,29.5,66.1,8.0,7.2,24.7,98.4,46.2,94.2,Sprinkler,135.9,4.94,0.76,1.09,2.51,65910,162262,165434,3172,760,3.303,58.4,1.9173809495025205,71927.82608695653,70548.69565217392,1379.1304347826087,1.0913043478260869,Profitable
SF11284,Andhra Pradesh,Indore,Cotton,Rabi,7.82,571.6,22.6,55.7,8.2,7.42,26.1,156.8,51.7,108.3,Sprinkler,204.5,1.07,0.83,0.86,6.73,57187,496287,384869,-111418,5404,1.245,54.1,-28.949590639932026,49215.98465473146,63463.81074168798,-14247.826086956522,0.860613810741688,Loss-making
SF11285,Telangana,Ludhiana,Maize,Kharif,2.51,646.1,29.6,70.6,6.2,6.4,27.1,135.0,61.5,154.2,Drip,171.0,3.22,0.83,4.79,12.02,19551,176180,235003,58823,1169,10.282,42.2,25.030744288370787,93626.69322709164,70191.23505976096,23435.45816733068,4.788844621513944,Profitable
SF11286,Maharashtra,Raichur,Cotton,Rabi,4.31,440.3,17.6,66.5,6.8,6.95,29.4,81.6,19.7,95.2,Drip,164.8,6.4,0.99,1.19,5.13,69314,249006,355581,106575,3246,1.58,35.4,29.97207387346343,82501.39211136891,57774.01392111369,24727.378190255222,1.1902552204176335,Profitable
SF11287,Madhya Pradesh,Ludhiana,Rice,Kharif,4.45,796.6,26.0,72.0,6.7,6.0,35.2,100.6,43.8,84.5,Rainfed,125.6,5.84,0.77,1.81,8.05,19784,267714,159261,-108453,3569,2.256,41.7,-68.09765102567484,35788.988764044945,60160.449438202246,-24371.4606741573,1.8089887640449438,Loss-making
SF11288,Gujarat,Rajkot,Pulses,Rabi,4.0,658.3,25.8,47.5,7.0,6.5,30.7,71.6,74.8,99.7,Flood,177.1,2.94,0.67,1.04,4.16,73999,240435,307836,67401,2125,1.958,46.7,21.89509998830546,76959.0,60108.75,16850.25,1.04,Profitable
SF11289,Andhra Pradesh,Rajkot,Maize,Zaid,12.27,127.9,28.3,52.9,7.1,6.27,17.8,83.5,58.4,94.2,Drip,191.5,2.59,0.84,1.95,23.93,22784,896788,545221,-351567,6438,3.717,46.5,-64.48155885411605,44435.289323553385,73087.8565607172,-28652.567237163814,1.9502852485737572,Loss-making
SF11290,Telangana,Ludhiana,Cotton,Kharif,14.95,1231.3,29.1,70.1,8.0,5.64,28.1,102.3,75.8,65.0,Rainfed,144.0,8.97,0.8,0.32,4.78,78840,1005868,376855,-629013,6023,0.794,61.9,-166.9111461968131,25207.69230769231,67282.14046822743,-42074.44816053512,0.3197324414715719,Loss-making
SF11291,Punjab,Warangal,Groundnut,Rabi,6.97,470.4,26.3,49.8,7.4,6.25,15.6,111.0,64.3,155.1,Flood,159.4,2.1,0.71,1.52,10.59,59775,407823,633017,225194,4103,2.581,59.9,35.574716002887754,90820.22955523673,58511.190817790535,32309.0387374462,1.5193687230989956,Profitable
SF11292,Maharashtra,Nalgonda,Maize,Rabi,8.03,539.5,30.3,51.4,6.3,6.57,27.5,148.8,59.9,114.2,Rainfed,194.0,7.32,0.83,3.97,31.88,20342,551274,648503,97229,2535,12.576,36.1,14.992837350019968,80760.02490660026,68651.80572851807,12108.219178082192,3.970112079701121,Profitable
SF11293,Punjab,Nalgonda,Pulses,Rabi,9.42,282.0,26.6,35.0,8.7,7.33,30.4,165.8,76.6,103.4,Flood,258.6,2.54,0.98,0.89,8.38,68553,535576,574474,38898,5510,1.521,38.6,6.771063616456097,60984.50106157113,56855.2016985138,4129.299363057325,0.8895966029723993,Profitable
SF11294,Punjab,Rajkot,Wheat,Rabi,4.98,137.9,24.7,65.5,5.6,5.64,23.9,166.8,33.6,141.1,Flood,178.3,4.51,0.88,0.6,2.99,27623,346017,82593,-263424,3506,0.853,36.4,-318.9422832443428,16584.939759036144,69481.32530120481,-52896.38554216867,0.6004016064257028,Loss-making
SF11295,Gujarat,Krishna,Pulses,Kharif,3.78,666.7,26.6,69.3,5.7,6.71,24.8,75.4,36.9,96.3,Flood,108.1,6.58,0.82,1.61,6.09,68885,256864,419510,162646,1448,4.206,41.0,38.770470310600466,110981.48148148149,67953.43915343916,43028.04232804233,1.6111111111111112,Profitable
SF11296,Karnataka,Rajkot,Rice,Zaid,10.69,80.0,29.5,54.3,9.3,6.46,12.2,110.5,64.4,118.8,Rainfed,196.9,8.44,0.87,2.02,21.59,20846,817336,450065,-367271,9078,2.378,27.4,-81.60399053470054,42101.49672591207,76457.99812909261,-34356.50140318055,2.019644527595884,Loss-making
SF11297,Karnataka,Indore,Sugarcane,Kharif,10.25,1110.2,31.6,90.3,4.4,5.2,26.4,109.0,63.8,109.2,Flood,165.2,7.36,0.8,3.27,33.52,3136,785319,105119,-680200,24337,1.377,58.1,-647.0761708159324,10255.512195121952,76616.48780487805,-66360.9756097561,3.2702439024390246,Loss-making
SF11298,Maharashtra,Nalgonda,Wheat,Zaid,12.61,509.3,30.3,49.4,8.5,7.01,18.4,145.1,79.1,84.9,Sprinkler,180.7,2.34,0.91,3.27,41.23,21289,771971,877745,105774,7082,5.822,39.4,12.050652524366416,69607.05789056305,61218.95321173672,8388.104678826328,3.269627279936558,Profitable
SF11299,Andhra Pradesh,Raichur,Wheat,Kharif,4.77,1160.8,27.5,87.9,5.7,6.29,36.3,87.5,55.0,148.8,Rainfed,190.8,5.77,0.68,1.91,9.11,23886,292759,217601,-75158,1315,6.928,74.0,-34.539363330131756,45618.658280922435,61375.05241090147,-15756.394129979037,1.909853249475891,Loss-making
SF11300,Madhya Pradesh,Rajkot,Wheat,Rabi,12.69,561.0,21.3,60.8,8.0,6.87,24.1,136.2,59.2,167.4,Flood,192.6,1.07,0.7,2.89,36.67,22487,913207,824598,-88609,10384,3.531,45.4,-10.745720945236345,64980.141843971636,71962.72655634358,-6982.584712371947,2.889676910953507,Loss-making
SF11301,Andhra Pradesh,Nalgonda,Chilli,Rabi,10.09,586.1,23.6,51.5,7.7,7.64,32.9,83.7,54.7,94.9,Flood,136.1,7.77,0.97,0.67,6.76,91856,779554,620947,-158607,8485,0.797,34.8,-25.5427596880249,61540.8325074331,77260.05946481664,-15719.226957383547,0.6699702675916749,Loss-making
SF11302,Maharashtra,Nashik,Groundnut,Zaid,3.58,470.1,28.2,60.1,8.4,6.17,21.6,91.8,36.4,100.3,Flood,178.4,4.9,0.78,1.42,5.08,54444,227315,276576,49261,2629,1.932,45.3,17.811017586486173,77255.86592178771,63495.81005586592,13760.055865921788,1.4189944134078212,Profitable
SF11303,Andhra Pradesh,Erode,Wheat,Kharif,6.59,954.7,25.7,59.1,7.6,6.62,31.3,190.2,89.0,69.3,Flood,255.9,5.09,0.82,3.72,24.51,26481,445211,649049,203838,4707,5.207,67.8,31.40564117655216,98489.98482549317,67558.57359635812,30931.411229135054,3.719271623672231,Profitable
SF11304,Gujarat,Nashik,Rice,Zaid,8.24,341.3,27.8,48.7,8.9,6.72,20.4,155.9,56.0,89.1,Flood,277.0,7.15,0.81,3.03,24.97,22826,683356,569965,-113391,15039,1.66,22.2,-19.89437947944172,69170.50970873787,82931.55339805825,-13761.043689320388,3.0303398058252426,Loss-making
SF11305,Andhra Pradesh,Rajkot,Cotton,Rabi,11.9,715.7,24.7,68.1,5.2,5.79,21.8,133.1,52.6,114.3,Rainfed,186.2,6.89,0.69,0.66,7.85,73142,830253,574165,-256088,5131,1.53,55.0,-44.60181306767218,48249.15966386555,69769.15966386555,-21520.0,0.6596638655462185,Loss-making
